responseid,orig_cluster,orig_label,ias,iats,c42_km3,c42_pam3
Anonymized,3,Low Accuracy / Average Attention,74,51,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,95,42,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,85,62,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,95,54,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,85,54,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,72,59,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,73,45,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,74,54,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,100,24,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,62,42,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,82,43,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,59,31,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,78,71,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,86,55,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,76,62,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,82,36,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,71,33,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,86,58,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,79,28,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,70,60,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,62,50,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,61,43,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,81,55,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,68,36,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,78,65,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,76,53,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,83,40,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,78,34,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,71,44,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,76,40,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,66,47,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,95,31,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,79,33,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,72,70,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,82,53,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,77,41,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,80,42,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,67,44,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,79,31,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,74,42,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,95,34,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,74,49,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,79,48,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,83,36,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,86,72,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,87,28,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,70,56,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,69,67,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,83,48,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,94,37,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,76,57,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,99,34,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,84,23,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,70,70,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,91,42,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,77,33,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,75,24,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,83,43,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,73,46,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,74,56,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,73,62,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,81,63,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,80,55,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,84,38,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,87,26,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,89,69,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,91,75,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,75,51,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,65,49,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,93,28,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,79,59,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,77,34,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,81,77,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,75,35,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,82,56,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,90,69,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,62,54,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,68,55,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,70,45,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,73,23,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,56,35,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,84,49,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,68,44,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,91,76,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,88,48,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,89,45,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,77,44,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,60,40,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,70,40,Uncertain,Low Attention
Anonymized,2,High Accuracy / Low Attention,72,29,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,99,43,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,96,32,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,70,37,Uncertain,Low Attention
Anonymized,2,High Accuracy / Low Attention,79,27,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,67,49,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,61,49,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,58,76,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,59,52,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,78,30,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,87,47,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,66,48,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,82,65,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,82,57,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,101,66,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,61,21,Uncertain,Low Attention
Anonymized,2,High Accuracy / Low Attention,82,47,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,65,53,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,78,48,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,71,24,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,88,63,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,102,31,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,87,60,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,67,50,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,84,61,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,84,91,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,82,33,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,89,38,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,84,21,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,67,56,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,83,52,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,62,54,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,79,59,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,67,48,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,95,29,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,86,27,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,95,42,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,59,42,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,69,21,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,86,39,Efficient,Average
Anonymized,1,Average Accuracy / High Attention,85,53,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,70,52,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,77,25,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,91,33,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,73,36,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,90,22,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,75,66,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,90,53,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,72,57,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,98,29,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,72,37,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,81,74,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,86,23,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,104,53,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,82,37,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,88,61,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,72,69,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,80,46,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,80,27,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,55,46,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,78,53,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,85,50,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,79,61,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,68,50,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,85,52,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,77,48,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,93,42,Efficient,Average
Anonymized,1,Average Accuracy / High Attention,78,53,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,79,79,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,71,48,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,66,45,Uncertain,Low Attention
Anonymized,2,High Accuracy / Low Attention,80,43,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,47,61,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,88,65,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,80,52,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,99,77,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,76,52,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,72,74,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,79,43,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,60,64,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,70,63,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,70,77,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,61,66,Uncertain,High Attention
Anonymized,1,Average Accuracy / High Attention,73,65,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,74,65,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,82,47,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,48,35,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,65,59,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,98,38,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,78,45,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,86,48,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,70,30,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,82,26,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,75,31,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,63,60,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,77,28,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,77,39,Efficient,Average
Anonymized,1,Average Accuracy / High Attention,74,67,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,66,63,Uncertain,High Attention
Anonymized,3,Low Accuracy / Average Attention,72,57,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,74,30,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,66,56,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,91,53,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,79,45,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,65,52,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,75,55,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,67,43,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,72,55,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,79,42,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,76,21,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,62,33,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,84,73,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,83,51,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,77,50,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,70,43,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,67,56,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,73,57,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,80,49,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,60,53,Uncertain,Low Attention
Anonymized,2,High Accuracy / Low Attention,80,25,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,82,26,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,65,63,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,70,55,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,60,48,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,72,42,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,104,24,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,88,29,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,56,29,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,60,53,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,84,35,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,71,47,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,81,64,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,67,60,Uncertain,High Attention
Anonymized,3,Low Accuracy / Average Attention,63,44,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,70,51,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,62,83,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,58,49,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,66,30,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,62,47,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,78,53,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,105,31,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,77,37,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,87,54,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,74,59,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,81,71,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,75,43,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,63,48,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,59,51,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,86,54,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,68,70,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,70,56,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,95,35,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,76,44,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,89,33,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,66,50,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,63,29,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,69,65,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,82,45,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,84,43,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,62,66,Uncertain,High Attention
Anonymized,1,Average Accuracy / High Attention,75,58,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,83,65,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,71,42,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,88,51,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,81,37,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,86,37,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,72,52,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,64,43,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,84,30,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,63,50,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,79,72,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,71,28,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,92,49,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,59,47,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,58,42,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,69,45,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,82,28,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,69,70,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,47,34,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,54,47,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,86,58,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,82,41,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,73,56,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,94,30,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,86,56,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,80,51,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,86,61,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,96,23,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,78,67,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,63,51,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,81,30,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,66,46,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,90,45,Efficient,Average
Anonymized,1,Average Accuracy / High Attention,82,51,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,80,42,Efficient,Average
Anonymized,1,Average Accuracy / High Attention,76,53,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,88,51,Hypervigilant,Low Attention
Anonymized,1,Average Accuracy / High Attention,84,49,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,76,67,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,51,34,Uncertain,Low Attention
Anonymized,2,High Accuracy / Low Attention,92,30,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,57,60,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,93,31,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,77,41,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,89,33,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,72,51,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,85,74,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,73,70,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,67,63,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,63,30,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,68,65,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,69,44,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,98,65,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,85,50,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,78,48,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,63,56,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,78,47,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,73,38,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,69,53,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,79,60,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,81,39,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,70,53,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,78,41,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,69,40,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,90,48,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,81,44,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,69,33,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,77,52,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,97,59,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,83,30,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,77,67,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,50,67,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,77,52,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,80,44,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,69,45,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,56,36,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,96,56,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,78,52,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,84,42,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,60,40,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,105,63,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,84,51,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,71,39,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,85,29,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,59,61,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,82,39,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,79,51,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,77,61,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,80,23,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,69,39,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,98,80,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,92,32,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,78,51,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,83,36,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,72,48,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,71,28,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,68,60,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,74,47,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,94,50,Efficient,Average
Anonymized,1,Average Accuracy / High Attention,74,76,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,69,58,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,80,43,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,82,37,Efficient,Low Attention
Anonymized,3,Low Accuracy / Average Attention,70,49,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,68,58,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,68,23,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,69,22,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,103,59,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,69,64,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,85,32,Efficient,Low Attention
Anonymized,2,High Accuracy / Low Attention,92,46,Efficient,Average
Anonymized,1,Average Accuracy / High Attention,78,66,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,79,89,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,64,41,Uncertain,Low Attention
Anonymized,3,Low Accuracy / Average Attention,57,51,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,59,55,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,87,65,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,88,65,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,79,35,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,77,57,Hypervigilant,High Attention
Anonymized,1,Average Accuracy / High Attention,76,73,Hypervigilant,High Attention
Anonymized,2,High Accuracy / Low Attention,75,36,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,76,61,Hypervigilant,Average
Anonymized,3,Low Accuracy / Average Attention,70,52,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,53,43,Uncertain,Average
Anonymized,2,High Accuracy / Low Attention,81,47,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,96,49,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,80,40,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,85,23,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,76,67,Hypervigilant,High Attention
Anonymized,3,Low Accuracy / Average Attention,66,60,Uncertain,Average
Anonymized,3,Low Accuracy / Average Attention,62,45,Uncertain,Average
Anonymized,1,Average Accuracy / High Attention,78,53,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,90,41,Efficient,Average
Anonymized,2,High Accuracy / Low Attention,77,33,Efficient,Average
Anonymized,3,Low Accuracy / Average Attention,70,49,Uncertain,Low Attention
Anonymized,1,Average Accuracy / High Attention,83,49,Hypervigilant,Average
Anonymized,1,Average Accuracy / High Attention,80,51,Hypervigilant,Average
Anonymized,2,High Accuracy / Low Attention,87,29,Efficient,Low Attention
Anonymized,1,Average Accuracy / High Attention,83,51,Hypervigilant,Average
